id_venda;id_cliente;id_produto;valor;data_venda;vendedor;estado;cidade
1244;11244;5;85.01;28/04/2025;Vendedor_46;PE;Petrolina
1245;11245;5;147.7;30/08/2025;Vendedor_30;BA;Vitória da Conquista
1246;11246;3;206.15;15/01/2025;Vendedor_47;BA;Salvador
1247;11247;4;196.25;09/08/2025;Vendedor_46;PR;Curitiba
1248;11248;3;255.72;02/08/2025;Vendedor_22;RJ;Niterói
1249;11249;1;81.35;07/02/2025;Vendedor_7;DF;Brasília
1250;11250;6;284.03;28/04/2025;Vendedor_36;MG;Juiz de Fora
1251;11251;5;262.18;16/07/2025;Vendedor_17;CE;Juazeiro do Norte
1252;11252;6;129.34;13/04/2025;Vendedor_9;RJ;Rio de Janeiro
1253;11253;2;102.66;27/01/2025;Vendedor_43;DF;Brasília
1254;11254;2;238.95;24/07/2025;Vendedor_4;SP;Campinas
1255;11255;6;199.73;17/05/2025;Vendedor_38;PR;Londrina
1256;11256;6;249.62;29/06/2025;Vendedor_28;GO;Anápolis
1257;11257;2;122.33;31/03/2025;Vendedor_32;MG;Uberlândia
1258;11258;6;210.12;10/06/2025;Vendedor_18;CE;Sobral
1259;11259;2;279.7;17/01/2025;Vendedor_5;MG;Juiz de Fora
1260;11260;5;295.62;09/06/2025;Vendedor_2;CE;Juazeiro do Norte
1261;11261;5;245.05;29/01/2025;Vendedor_11;SP;São Paulo
1262;11262;6;297.93;26/01/2025;Vendedor_30;RS;Pelotas
1263;11263;3;291.16;23/07/2025;Vendedor_44;CE;Juazeiro do Norte
1264;11264;3;292.27;08/06/2025;Vendedor_27;RS;Pelotas
1265;11265;2;170.76;02/05/2025;Vendedor_48;PE;Olinda
1266;11266;5;107.45;26/04/2025;Vendedor_15;PR;Maringá
1267;11267;6;109.74;30/05/2025;Vendedor_24;DF;Brasília
1268;11268;3;98.93;06/08/2025;Vendedor_19;DF;Brasília
1269;11269;3;79.96;07/04/2025;Vendedor_40;CE;Sobral
1270;11270;3;166.96;16/01/2025;Vendedor_1;PR;Londrina
1271;11271;6;293.58;19/07/2025;Vendedor_28;RS;Pelotas
1272;11272;5;96.96;21/03/2025;Vendedor_8;PE;Petrolina
1273;11273;1;197.2;30/01/2025;Vendedor_22;RS;Caxias do Sul
1274;11274;2;261.4;11/01/2025;Vendedor_25;SP;Campinas
1275;11275;3;290.81;25/06/2025;Vendedor_18;PE;Olinda
1276;11276;6;223.87;23/08/2025;Vendedor_9;BA;Feira de Santana
1277;11277;3;278.02;20/04/2025;Vendedor_8;PE;Recife
1278;11278;2;183.03;24/05/2025;Vendedor_43;RS;Pelotas
1279;11279;5;135.38;03/08/2025;Vendedor_22;GO;Anápolis
1280;11280;6;97.25;02/03/2025;Vendedor_2;PE;Olinda
1281;11281;4;156.3;02/01/2025;Vendedor_37;RJ;Rio de Janeiro
1282;11282;2;209.06;19/03/2025;Vendedor_35;PE;Petrolina
1283;11283;2;295.99;15/01/2025;Vendedor_6;RJ;Rio de Janeiro
1284;11284;4;125.68;24/01/2025;Vendedor_11;RJ;Niterói
1285;11285;4;200.9;05/02/2025;Vendedor_23;PR;Maringá
1286;11286;2;199.13;07/03/2025;Vendedor_43;RJ;Volta Redonda
1287;11287;3;111.07;16/02/2025;Vendedor_15;RJ;Volta Redonda
1288;11288;4;85.72;14/08/2025;Vendedor_19;SP;Santos
1289;11289;1;291.53;07/06/2025;Vendedor_42;MG;Uberlândia
1290;11290;6;291.44;28/08/2025;Vendedor_24;GO;Goiânia
1291;11291;1;161.85;11/04/2025;Vendedor_10;GO;Aparecida de Goiânia
1292;11292;6;124.64;22/04/2025;Vendedor_40;RS;Porto Alegre
1293;11293;2;256.95;18/05/2025;Vendedor_33;SP;São Paulo
1294;11294;3;113.75;15/06/2025;Vendedor_18;SP;São Paulo
1295;11295;4;267.42;14/05/2025;Vendedor_45;RS;Pelotas
1296;11296;2;176.41;17/02/2025;Vendedor_18;MG;Uberlândia
1297;11297;4;103.14;01/08/2025;Vendedor_45;CE;Sobral
1298;11298;6;294.08;28/06/2025;Vendedor_19;RS;Porto Alegre
1299;11299;6;90.57;18/01/2025;Vendedor_24;SP;São Paulo
1300;11300;1;163.03;27/03/2025;Vendedor_25;BA;Salvador
1301;11301;3;214.61;27/01/2025;Vendedor_40;MG;Belo Horizonte
1302;11302;6;123.46;25/02/2025;Vendedor_9;DF;Brasília
1303;11303;1;218.63;11/04/2025;Vendedor_35;PR;Londrina
1304;11304;5;192.88;17/05/2025;Vendedor_28;RS;Pelotas
1305;11305;1;202.08;21/04/2025;Vendedor_28;DF;Brasília
1306;11306;6;156.72;27/02/2025;Vendedor_13;DF;Brasília
1307;11307;4;280.6;28/05/2025;Vendedor_41;SP;São Paulo
1308;11308;6;255.18;08/05/2025;Vendedor_32;GO;Anápolis
1309;11309;5;170.04;04/06/2025;Vendedor_23;RS;Caxias do Sul
1310;11310;1;231.0;09/06/2025;Vendedor_18;RS;Pelotas
1311;11311;5;143.75;12/01/2025;Vendedor_12;DF;Brasília
1312;11312;1;277.92;24/03/2025;Vendedor_26;CE;Fortaleza
1313;11313;3;198.44;08/04/2025;Vendedor_21;CE;Juazeiro do Norte
1314;11314;6;201.29;03/05/2025;Vendedor_9;MG;Juiz de Fora
1315;11315;1;82.41;14/06/2025;Vendedor_46;SP;Santos
1316;11316;1;220.83;21/05/2025;Vendedor_21;CE;Juazeiro do Norte
1317;11317;1;85.99;05/04/2025;Vendedor_42;SP;Campinas
1318;11318;3;230.82;18/05/2025;Vendedor_47;PE;Recife
1319;11319;3;180.38;22/05/2025;Vendedor_23;MG;Juiz de Fora
1320;11320;1;193.62;05/06/2025;Vendedor_41;GO;Aparecida de Goiânia
1321;11321;4;286.87;15/01/2025;Vendedor_6;DF;Brasília
1322;11322;3;282.4;27/07/2025;Vendedor_29;SP;São Paulo
1323;11323;5;91.9;03/08/2025;Vendedor_1;MG;Belo Horizonte
1324;11324;5;288.74;19/08/2025;Vendedor_9;MG;Juiz de Fora
1325;11325;4;99.79;09/05/2025;Vendedor_3;SP;Santos
1326;11326;6;146.78;08/06/2025;Vendedor_9;SP;São Paulo
1327;11327;1;205.16;10/03/2025;Vendedor_24;DF;Brasília
1328;11328;3;234.43;12/05/2025;Vendedor_44;SP;Campinas
1329;11329;4;260.78;14/08/2025;Vendedor_28;MG;Juiz de Fora
1330;11330;1;193.77;17/02/2025;Vendedor_26;MG;Uberlândia
1331;11331;2;150.25;28/01/2025;Vendedor_16;GO;Aparecida de Goiânia
1332;11332;6;198.87;24/04/2025;Vendedor_7;PR;Maringá
1333;11333;5;99.19;28/08/2025;Vendedor_17;PE;Olinda
1334;11334;4;105.05;02/03/2025;Vendedor_48;BA;Salvador
1335;11335;3;220.91;10/03/2025;Vendedor_37;RS;Porto Alegre
1336;11336;2;159.35;14/07/2025;Vendedor_38;RS;Pelotas
1337;11337;6;90.19;23/03/2025;Vendedor_34;MG;Uberlândia
1338;11338;2;209.11;20/01/2025;Vendedor_19;MG;Uberlândia
1339;11339;6;288.75;31/08/2025;Vendedor_8;BA;Feira de Santana
1340;11340;6;159.07;01/08/2025;Vendedor_49;RJ;Volta Redonda
1341;11341;6;199.07;07/04/2025;Vendedor_23;RJ;Volta Redonda
1342;11342;2;291.55;31/01/2025;Vendedor_16;GO;Anápolis
1343;11343;1;134.44;11/01/2025;Vendedor_14;RS;Caxias do Sul
1344;11344;6;258.61;15/07/2025;Vendedor_18;MG;Uberlândia
1345;11345;5;139.29;27/07/2025;Vendedor_49;PE;Olinda
1346;11346;3;268.83;09/05/2025;Vendedor_25;RJ;Volta Redonda
1347;11347;3;121.7;28/03/2025;Vendedor_16;SP;São Paulo
1348;11348;1;123.82;17/02/2025;Vendedor_15;DF;Brasília
1349;11349;4;85.62;25/01/2025;Vendedor_44;BA;Salvador
1350;11350;1;116.47;14/02/2025;Vendedor_25;DF;Brasília
1351;11351;1;159.47;03/01/2025;Vendedor_32;PE;Recife
1352;11352;1;195.19;25/08/2025;Vendedor_25;PE;Recife
1353;11353;2;275.53;04/01/2025;Vendedor_25;MG;Belo Horizonte
1354;11354;2;218.45;24/04/2025;Vendedor_36;PE;Recife
1355;11355;2;179.46;21/07/2025;Vendedor_8;GO;Anápolis
1356;11356;1;285.27;11/05/2025;Vendedor_36;CE;Juazeiro do Norte
1357;11357;2;161.68;29/04/2025;Vendedor_40;RJ;Rio de Janeiro
1358;11358;1;103.35;12/06/2025;Vendedor_16;PE;Recife
1359;11359;6;288.09;27/06/2025;Vendedor_16;RS;Pelotas
1360;11360;5;214.72;05/03/2025;Vendedor_6;PR;Maringá
1361;11361;2;264.83;10/02/2025;Vendedor_38;BA;Vitória da Conquista
1362;11362;4;94.34;13/05/2025;Vendedor_14;CE;Fortaleza
1363;11363;5;288.6;21/04/2025;Vendedor_21;MG;Juiz de Fora
1364;11364;6;295.49;10/08/2025;Vendedor_25;PE;Petrolina
1365;11365;3;82.47;14/07/2025;Vendedor_44;CE;Fortaleza
1366;11366;4;207.78;07/06/2025;Vendedor_28;MG;Belo Horizonte
1367;11367;4;171.01;03/01/2025;Vendedor_6;DF;Brasília
1368;11368;2;192.16;18/04/2025;Vendedor_37;SP;São Paulo
1369;11369;2;119.25;13/01/2025;Vendedor_10;MG;Uberlândia
1370;11370;1;248.72;13/07/2025;Vendedor_46;PR;Curitiba
1371;11371;3;137.72;16/06/2025;Vendedor_7;BA;Vitória da Conquista
1372;11372;6;217.85;18/02/2025;Vendedor_11;PE;Recife
1373;11373;4;105.24;08/05/2025;Vendedor_12;BA;Feira de Santana
1374;11374;2;200.86;06/06/2025;Vendedor_9;RJ;Niterói
1375;11375;4;174.41;12/03/2025;Vendedor_47;RS;Pelotas
1376;11376;4;104.28;13/06/2025;Vendedor_5;RJ;Niterói
1377;11377;1;89.67;12/04/2025;Vendedor_26;RS;Pelotas
1378;11378;5;267.65;15/08/2025;Vendedor_27;GO;Anápolis
1379;11379;1;198.87;05/03/2025;Vendedor_41;RS;Caxias do Sul
1380;11380;6;228.35;23/01/2025;Vendedor_42;CE;Fortaleza
1381;11381;4;230.3;07/01/2025;Vendedor_47;DF;Brasília
1382;11382;5;142.07;14/07/2025;Vendedor_40;RJ;Niterói
1383;11383;6;239.99;06/07/2025;Vendedor_14;PR;Londrina
1384;11384;6;88.34;21/06/2025;Vendedor_49;PR;Curitiba
1385;11385;6;96.47;21/07/2025;Vendedor_17;PE;Recife
1386;11386;5;114.0;26/05/2025;Vendedor_8;CE;Juazeiro do Norte
1387;11387;3;198.77;21/08/2025;Vendedor_1;DF;Brasília
1388;11388;2;268.77;14/08/2025;Vendedor_42;RJ;Rio de Janeiro
1389;11389;5;181.5;30/01/2025;Vendedor_32;RS;Caxias do Sul
1390;11390;5;236.52;14/03/2025;Vendedor_6;PE;Olinda
1391;11391;6;151.1;12/08/2025;Vendedor_32;PR;Londrina
1392;11392;6;135.05;25/02/2025;Vendedor_46;DF;Brasília
1393;11393;2;259.25;10/01/2025;Vendedor_5;BA;Salvador
1394;11394;3;140.24;21/02/2025;Vendedor_21;RS;Porto Alegre
1395;11395;5;172.19;31/08/2025;Vendedor_47;SP;Campinas
1396;11396;3;265.22;06/06/2025;Vendedor_29;GO;Goiânia
1397;11397;3;211.77;19/03/2025;Vendedor_27;SP;Santos
1398;11398;5;211.87;11/03/2025;Vendedor_14;RJ;Rio de Janeiro
1399;11399;2;100.69;10/03/2025;Vendedor_37;BA;Salvador
1400;11400;6;136.99;04/05/2025;Vendedor_41;DF;Brasília
1401;11401;3;160.33;29/04/2025;Vendedor_35;RS;Porto Alegre
1402;11402;2;186.86;21/01/2025;Vendedor_48;RS;Pelotas
1403;11403;4;211.72;04/01/2025;Vendedor_25;CE;Juazeiro do Norte
1404;11404;5;89.97;14/05/2025;Vendedor_50;BA;Feira de Santana
1405;11405;6;287.21;29/07/2025;Vendedor_24;DF;Brasília
1406;11406;1;279.84;19/07/2025;Vendedor_27;CE;Sobral
1407;11407;5;267.0;13/02/2025;Vendedor_7;SP;São Paulo
1408;11408;6;204.1;14/07/2025;Vendedor_26;CE;Fortaleza
1409;11409;2;221.19;06/03/2025;Vendedor_1;GO;Goiânia
1410;11410;5;245.44;14/06/2025;Vendedor_28;MG;Juiz de Fora
1411;11411;4;119.25;03/08/2025;Vendedor_21;SP;São Paulo
1412;11412;6;290.78;04/06/2025;Vendedor_37;SP;Santos
1413;11413;3;234.14;10/04/2025;Vendedor_16;RJ;Rio de Janeiro
1414;11414;1;102.89;22/06/2025;Vendedor_6;CE;Juazeiro do Norte
1415;11415;2;200.79;22/06/2025;Vendedor_21;DF;Brasília
1416;11416;2;130.25;31/07/2025;Vendedor_2;RJ;Rio de Janeiro
1417;11417;1;133.04;23/07/2025;Vendedor_16;PE;Petrolina
1418;11418;5;237.42;04/02/2025;Vendedor_15;PR;Londrina
1419;11419;1;173.35;05/01/2025;Vendedor_16;SP;Campinas
1420;11420;2;104.4;09/05/2025;Vendedor_32;BA;Feira de Santana
1421;11421;6;113.39;28/07/2025;Vendedor_37;SP;Santos
1422;11422;5;99.44;09/06/2025;Vendedor_4;CE;Fortaleza
1423;11423;6;86.57;07/05/2025;Vendedor_21;DF;Brasília
1424;11424;2;265.21;12/05/2025;Vendedor_27;PR;Curitiba
1425;11425;2;92.34;07/03/2025;Vendedor_24;CE;Sobral
1426;11426;4;188.89;19/02/2025;Vendedor_6;MG;Belo Horizonte
1427;11427;3;87.06;05/08/2025;Vendedor_34;RJ;Volta Redonda
1428;11428;3;243.14;24/03/2025;Vendedor_38;PR;Curitiba
1429;11429;1;92.09;30/07/2025;Vendedor_43;RJ;Niterói
1430;11430;5;92.86;23/06/2025;Vendedor_18;RJ;Niterói
1431;11431;2;159.69;27/03/2025;Vendedor_21;DF;Brasília
1432;11432;3;159.33;23/07/2025;Vendedor_15;CE;Sobral
1433;11433;1;138.67;01/05/2025;Vendedor_30;RJ;Volta Redonda
1434;11434;5;287.92;17/08/2025;Vendedor_41;PE;Petrolina
1435;11435;6;151.68;30/04/2025;Vendedor_6;GO;Anápolis
1436;11436;5;106.5;14/07/2025;Vendedor_37;GO;Goiânia
1437;11437;5;290.99;25/04/2025;Vendedor_15;RS;Pelotas
1438;11438;1;217.2;16/05/2025;Vendedor_18;GO;Aparecida de Goiânia
1439;11439;2;79.96;29/04/2025;Vendedor_10;PE;Olinda
1440;11440;1;154.08;09/08/2025;Vendedor_3;GO;Anápolis
1441;11441;1;278.03;02/06/2025;Vendedor_27;BA;Vitória da Conquista
1442;11442;4;204.59;30/07/2025;Vendedor_24;PE;Olinda
1443;11443;4;149.83;20/04/2025;Vendedor_4;DF;Brasília
1444;11444;5;116.04;16/03/2025;Vendedor_11;PE;Olinda
1445;11445;6;236.5;26/01/2025;Vendedor_30;SP;São Paulo
1446;11446;4;202.15;14/07/2025;Vendedor_50;CE;Fortaleza
1447;11447;6;252.99;27/08/2025;Vendedor_1;DF;Brasília
1448;11448;6;211.2;20/04/2025;Vendedor_8;SP;Santos
1449;11449;2;256.64;02/07/2025;Vendedor_11;PE;Olinda
1450;11450;2;137.53;16/05/2025;Vendedor_35;PR;Curitiba
1451;11451;4;120.5;21/01/2025;Vendedor_15;RJ;Rio de Janeiro
1452;11452;3;214.22;31/08/2025;Vendedor_48;SP;Santos
1453;11453;5;240.07;06/03/2025;Vendedor_9;BA;Feira de Santana
1454;11454;6;293.61;11/08/2025;Vendedor_44;BA;Feira de Santana
1455;11455;5;216.41;03/03/2025;Vendedor_40;SP;Santos
1456;11456;5;240.71;22/08/2025;Vendedor_12;PR;Maringá
1457;11457;5;161.57;26/03/2025;Vendedor_14;BA;Salvador
1458;11458;2;234.01;15/06/2025;Vendedor_6;BA;Salvador
1459;11459;6;250.01;23/02/2025;Vendedor_13;MG;Juiz de Fora
1460;11460;2;163.55;27/01/2025;Vendedor_19;PR;Maringá
1461;11461;5;271.79;05/05/2025;Vendedor_7;PR;Maringá
1462;11462;3;215.23;01/05/2025;Vendedor_16;MG;Uberlândia
1463;11463;1;86.7;07/04/2025;Vendedor_29;RS;Caxias do Sul
1464;11464;6;134.38;21/04/2025;Vendedor_36;RJ;Rio de Janeiro
1465;11465;5;238.59;06/01/2025;Vendedor_49;BA;Salvador
1466;11466;2;192.44;08/03/2025;Vendedor_2;MG;Juiz de Fora
1467;11467;2;176.95;24/05/2025;Vendedor_33;SP;Santos
1468;11468;6;293.16;14/07/2025;Vendedor_32;PR;Maringá
1469;11469;6;168.06;04/03/2025;Vendedor_49;BA;Salvador
1470;11470;6;106.42;13/01/2025;Vendedor_1;MG;Belo Horizonte
1471;11471;1;160.16;14/06/2025;Vendedor_2;DF;Brasília
1472;11472;1;292.12;03/01/2025;Vendedor_46;PE;Recife
1473;11473;3;276.94;25/05/2025;Vendedor_40;PE;Petrolina
1474;11474;2;265.11;17/03/2025;Vendedor_38;MG;Belo Horizonte
1475;11475;1;251.48;29/06/2025;Vendedor_30;BA;Salvador
1476;11476;6;196.84;10/02/2025;Vendedor_27;MG;Uberlândia
1477;11477;6;157.18;29/08/2025;Vendedor_18;RJ;Niterói
1478;11478;2;252.48;13/08/2025;Vendedor_40;BA;Vitória da Conquista
1479;11479;3;127.95;03/08/2025;Vendedor_4;RS;Caxias do Sul
1480;11480;2;177.48;08/06/2025;Vendedor_16;BA;Salvador
1481;11481;4;265.47;26/08/2025;Vendedor_40;RJ;Rio de Janeiro
1482;11482;1;158.95;09/07/2025;Vendedor_32;BA;Feira de Santana
1483;11483;1;238.28;27/06/2025;Vendedor_22;DF;Brasília
1484;11484;3;178.4;11/01/2025;Vendedor_31;SP;Campinas
1485;11485;3;110.78;03/03/2025;Vendedor_44;RS;Caxias do Sul
1486;11486;3;182.23;30/04/2025;Vendedor_15;DF;Brasília
1487;11487;1;79.95;18/01/2025;Vendedor_43;MG;Belo Horizonte
1488;11488;1;248.41;19/05/2025;Vendedor_24;DF;Brasília
1489;11489;4;127.39;09/08/2025;Vendedor_9;DF;Brasília
1490;11490;1;161.57;11/08/2025;Vendedor_3;PE;Recife
1491;11491;2;156.75;29/03/2025;Vendedor_3;DF;Brasília
1492;11492;6;189.06;01/04/2025;Vendedor_34;MG;Juiz de Fora
1493;11493;1;243.87;27/05/2025;Vendedor_2;RS;Caxias do Sul
1494;11494;1;224.05;25/03/2025;Vendedor_40;CE;Sobral
1495;11495;3;221.66;17/01/2025;Vendedor_31;RJ;Volta Redonda
1496;11496;1;290.88;28/08/2025;Vendedor_27;DF;Brasília
1497;11497;4;96.11;20/05/2025;Vendedor_41;GO;Goiânia
1498;11498;2;114.75;12/08/2025;Vendedor_17;BA;Feira de Santana
1499;11499;4;92.13;13/07/2025;Vendedor_10;PR;Maringá
1500;11500;5;142.73;09/02/2025;Vendedor_38;MG;Juiz de Fora
1501;11501;6;114.58;30/06/2025;Vendedor_25;PE;Olinda
1502;11502;2;154.64;24/08/2025;Vendedor_11;SP;Santos
1503;11503;5;205.13;13/02/2025;Vendedor_37;DF;Brasília
1504;11504;1;110.42;08/06/2025;Vendedor_29;BA;Salvador
1505;11505;3;107.0;08/02/2025;Vendedor_11;MG;Uberlândia
1506;11506;4;215.05;23/06/2025;Vendedor_35;GO;Anápolis
1507;11507;2;133.64;04/02/2025;Vendedor_50;GO;Anápolis
1508;11508;2;139.45;24/08/2025;Vendedor_31;RJ;Niterói
1509;11509;3;143.86;04/03/2025;Vendedor_28;SP;Santos
1510;11510;4;132.16;13/07/2025;Vendedor_13;PR;Curitiba
1511;11511;3;211.29;05/08/2025;Vendedor_33;DF;Brasília
1512;11512;6;109.9;12/05/2025;Vendedor_14;RS;Pelotas
1513;11513;6;140.75;17/08/2025;Vendedor_31;GO;Goiânia
1514;11514;5;295.93;30/06/2025;Vendedor_27;DF;Brasília
1515;11515;6;165.69;06/07/2025;Vendedor_31;RJ;Rio de Janeiro
1516;11516;1;193.57;19/08/2025;Vendedor_36;GO;Anápolis
1517;11517;5;142.06;10/04/2025;Vendedor_12;PE;Recife
1518;11518;3;242.92;07/03/2025;Vendedor_45;DF;Brasília
1519;11519;2;196.87;03/07/2025;Vendedor_31;RS;Caxias do Sul
1520;11520;4;169.21;27/08/2025;Vendedor_2;PR;Maringá
1521;11521;2;295.15;01/08/2025;Vendedor_3;SP;Campinas
1522;11522;3;86.02;24/04/2025;Vendedor_43;DF;Brasília
1523;11523;3;123.87;05/02/2025;Vendedor_31;CE;Fortaleza
1524;11524;2;285.75;13/08/2025;Vendedor_28;CE;Fortaleza
1525;11525;2;298.83;21/03/2025;Vendedor_34;PR;Londrina
1526;11526;2;197.15;19/08/2025;Vendedor_32;MG;Juiz de Fora
1527;11527;6;279.42;01/03/2025;Vendedor_16;SP;Santos
1528;11528;4;233.17;24/05/2025;Vendedor_46;GO;Anápolis
1529;11529;1;289.64;13/01/2025;Vendedor_40;CE;Sobral
1530;11530;1;168.96;18/03/2025;Vendedor_17;PR;Maringá
1531;11531;3;214.24;25/04/2025;Vendedor_49;BA;Vitória da Conquista
1532;11532;4;265.13;25/02/2025;Vendedor_19;CE;Juazeiro do Norte
1533;11533;2;117.65;24/08/2025;Vendedor_40;BA;Feira de Santana
1534;11534;1;114.22;26/04/2025;Vendedor_37;GO;Goiânia
1535;11535;4;171.63;20/08/2025;Vendedor_28;MG;Belo Horizonte
1536;11536;2;108.71;08/07/2025;Vendedor_32;CE;Fortaleza
1537;11537;4;134.95;15/05/2025;Vendedor_3;SP;Campinas
1538;11538;4;226.97;27/01/2025;Vendedor_33;PE;Olinda
1539;11539;5;116.85;07/07/2025;Vendedor_20;CE;Juazeiro do Norte
1540;11540;4;228.56;30/03/2025;Vendedor_35;CE;Juazeiro do Norte
1541;11541;6;171.11;09/07/2025;Vendedor_35;MG;Uberlândia
1542;11542;6;297.84;31/08/2025;Vendedor_25;PE;Petrolina
1543;11543;5;266.33;10/02/2025;Vendedor_26;MG;Belo Horizonte
1544;11544;3;254.86;25/03/2025;Vendedor_46;PE;Olinda
1545;11545;6;145.2;28/03/2025;Vendedor_38;MG;Belo Horizonte
1546;11546;4;253.91;20/01/2025;Vendedor_27;RJ;Niterói
1547;11547;6;167.84;17/01/2025;Vendedor_18;PR;Curitiba
1548;11548;1;205.84;17/07/2025;Vendedor_26;BA;Feira de Santana
1549;11549;4;181.61;17/02/2025;Vendedor_14;PR;Londrina
1550;11550;1;249.53;16/05/2025;Vendedor_7;PR;Curitiba
1551;11551;2;199.98;27/01/2025;Vendedor_17;CE;Sobral
1552;11552;1;217.84;11/02/2025;Vendedor_10;CE;Juazeiro do Norte
1553;11553;3;202.79;18/05/2025;Vendedor_10;BA;Vitória da Conquista
1554;11554;4;277.03;18/06/2025;Vendedor_11;CE;Sobral
1555;11555;5;288.16;14/06/2025;Vendedor_16;CE;Fortaleza
1556;11556;6;174.46;11/05/2025;Vendedor_49;GO;Anápolis
1557;11557;4;191.53;06/07/2025;Vendedor_6;PE;Recife
1558;11558;5;117.98;30/07/2025;Vendedor_36;GO;Anápolis
1559;11559;5;148.41;26/05/2025;Vendedor_38;CE;Sobral
1560;11560;4;246.76;14/04/2025;Vendedor_28;GO;Aparecida de Goiânia
1561;11561;1;221.58;09/03/2025;Vendedor_37;PE;Petrolina
1562;11562;2;213.58;19/05/2025;Vendedor_43;PR;Londrina
1563;11563;1;181.81;31/01/2025;Vendedor_25;BA;Feira de Santana
1564;11564;1;168.97;06/03/2025;Vendedor_34;PR;Maringá
1565;11565;3;131.29;20/01/2025;Vendedor_44;PR;Maringá
1566;11566;2;280.75;04/07/2025;Vendedor_25;MG;Juiz de Fora
1567;11567;1;294.4;23/07/2025;Vendedor_1;PE;Petrolina
1568;11568;6;127.02;22/01/2025;Vendedor_48;RS;Caxias do Sul
1569;11569;2;170.49;26/03/2025;Vendedor_47;GO;Anápolis
1570;11570;5;117.78;25/04/2025;Vendedor_35;PR;Londrina
1571;11571;6;236.04;02/02/2025;Vendedor_37;RS;Porto Alegre
1572;11572;4;225.93;07/01/2025;Vendedor_46;RS;Pelotas
1573;11573;4;84.58;11/06/2025;Vendedor_11;SP;São Paulo
1574;11574;4;148.43;27/06/2025;Vendedor_34;PE;Petrolina
1575;11575;6;151.21;22/06/2025;Vendedor_30;GO;Goiânia
1576;11576;2;237.54;23/04/2025;Vendedor_1;BA;Feira de Santana
1577;11577;1;118.49;06/04/2025;Vendedor_29;GO;Aparecida de Goiânia
1578;11578;2;282.51;24/06/2025;Vendedor_29;CE;Sobral
1579;11579;4;97.85;02/08/2025;Vendedor_9;DF;Brasília
1580;11580;6;127.02;14/04/2025;Vendedor_19;BA;Vitória da Conquista
1581;11581;1;85.44;07/07/2025;Vendedor_22;GO;Anápolis
1582;11582;3;298.08;29/01/2025;Vendedor_16;RS;Caxias do Sul
1583;11583;4;262.44;01/01/2025;Vendedor_22;RJ;Volta Redonda
1584;11584;1;229.16;07/07/2025;Vendedor_36;MG;Belo Horizonte
1585;11585;6;296.97;14/04/2025;Vendedor_43;PR;Londrina
1586;11586;1;83.43;22/02/2025;Vendedor_45;MG;Belo Horizonte
1587;11587;5;264.23;10/08/2025;Vendedor_2;DF;Brasília
1588;11588;6;230.52;24/03/2025;Vendedor_20;BA;Salvador
1589;11589;3;114.93;20/05/2025;Vendedor_5;GO;Anápolis
1590;11590;3;255.18;18/06/2025;Vendedor_28;MG;Uberlândia
1591;11591;6;250.94;08/07/2025;Vendedor_20;RJ;Niterói
1592;11592;5;145.45;07/08/2025;Vendedor_27;RJ;Niterói
1593;11593;6;184.53;08/04/2025;Vendedor_16;SP;São Paulo
1594;11594;1;87.44;22/01/2025;Vendedor_39;BA;Vitória da Conquista
1595;11595;3;81.23;27/06/2025;Vendedor_38;RS;Pelotas
1596;11596;6;137.63;15/06/2025;Vendedor_21;BA;Vitória da Conquista
1597;11597;3;147.09;13/05/2025;Vendedor_36;RJ;Rio de Janeiro
1598;11598;2;268.05;06/04/2025;Vendedor_31;CE;Juazeiro do Norte
1599;11599;1;181.44;01/04/2025;Vendedor_35;PR;Curitiba
1600;11600;5;287.02;10/03/2025;Vendedor_41;RJ;Volta Redonda
1601;11601;4;224.55;07/02/2025;Vendedor_28;RJ;Volta Redonda
1602;11602;5;217.3;08/02/2025;Vendedor_41;CE;Juazeiro do Norte
1603;11603;2;150.92;01/04/2025;Vendedor_42;MG;Belo Horizonte
1604;11604;2;130.89;19/03/2025;Vendedor_11;MG;Juiz de Fora
1605;11605;4;181.65;23/08/2025;Vendedor_33;PR;Londrina
1606;11606;1;244.54;14/04/2025;Vendedor_45;MG;Juiz de Fora
1607;11607;6;160.69;26/01/2025;Vendedor_7;CE;Juazeiro do Norte
1608;11608;3;264.16;08/08/2025;Vendedor_4;SP;São Paulo
1609;11609;5;234.2;13/05/2025;Vendedor_13;MG;Uberlândia
1610;11610;5;114.46;23/01/2025;Vendedor_33;PE;Petrolina
1611;11611;4;155.05;12/06/2025;Vendedor_21;GO;Aparecida de Goiânia
1612;11612;1;90.24;04/07/2025;Vendedor_40;BA;Feira de Santana
1613;11613;1;165.35;06/08/2025;Vendedor_9;PR;Maringá
1614;11614;3;186.19;30/03/2025;Vendedor_39;PE;Petrolina
1615;11615;5;262.71;15/08/2025;Vendedor_25;SP;Santos
1616;11616;6;170.07;10/07/2025;Vendedor_34;GO;Aparecida de Goiânia
1617;11617;5;216.21;12/06/2025;Vendedor_46;GO;Anápolis
1618;11618;4;158.87;05/06/2025;Vendedor_11;SP;Campinas
1619;11619;5;230.98;31/03/2025;Vendedor_23;MG;Belo Horizonte
1620;11620;6;118.01;03/02/2025;Vendedor_29;PE;Petrolina
1621;11621;1;127.92;11/08/2025;Vendedor_36;MG;Belo Horizonte
1622;11622;6;268.94;31/03/2025;Vendedor_25;PE;Olinda
