id_cliente;nome_cliente;estado;cidade;regiao;segmento;data_entrada;plano;valor;status;idade;genero;renda_estimada;vendedor;data_cancelamento
390;Cliente_390;RS;Pelotas;Centro-Oeste;Residencial;09/02/2023;Móvel Controle;49.9;Ativo;39;Feminino;16835;Vendedor_22;
391;Cliente_391;DF;Brasília;Sul;Empresarial;19/10/2023;Fibra 600MB;119.9;Cancelado;63;Masculino;2879;Vendedor_25;
392;Cliente_392;PE;Olinda;Nordeste;Residencial;06/08/2024;Móvel Pós;89.9;Ativo;60;Feminino;13227;Vendedor_44;
393;Cliente_393;SP;Santos;Norte;Residencial;15/01/2022;Móvel Controle;49.9;Ativo;43;Masculino;10689;Vendedor_25;
394;Cliente_394;GO;Aparecida de Goiânia;Sudeste;Residencial;01/09/2024;Fibra 600MB;119.9;Ativo;68;Masculino;11906;Vendedor_36;
395;Cliente_395;GO;Goiânia;Norte;Residencial;29/11/2024;Móvel Controle;49.9;Ativo;53;Feminino;8385;Vendedor_21;
396;Cliente_396;SP;Campinas;Centro-Oeste;Residencial;03/11/2022;Fibra 600MB;119.9;Ativo;46;Masculino;9448;Vendedor_48;
397;Cliente_397;RJ;Rio de Janeiro;Norte;Governo;06/12/2023;Fibra 300MB;89.9;Ativo;21;Masculino;6904;Vendedor_46;
398;Cliente_398;CE;Fortaleza;Nordeste;Residencial;01/02/2023;Fibra 300MB;89.9;Cancelado;48;Masculino;5278;Vendedor_29;27/04/2024
399;Cliente_399;DF;Brasília;Sul;Residencial;09/11/2023;Fibra 600MB;119.9;Ativo;39;Feminino;15600;Vendedor_8;
400;Cliente_400;PR;Londrina;Sudeste;Residencial;27/08/2024;Móvel Controle;49.9;Cancelado;74;Masculino;11364;Vendedor_49;
401;Cliente_401;PE;Recife;Sul;Empresarial;14/05/2024;Móvel Pós;89.9;Ativo;70;Masculino;16007;Vendedor_5;
402;Cliente_402;SP;Campinas;Sudeste;Empresarial;30/07/2022;Fibra 300MB;89.9;Ativo;25;Feminino;18073;Vendedor_2;
403;Cliente_403;RS;Caxias do Sul;Sudeste;Residencial;03/02/2023;Móvel Controle;49.9;Ativo;38;Masculino;13497;Vendedor_23;
404;Cliente_404;PE;Recife;Nordeste;Residencial;15/09/2022;Móvel Pós;89.9;Ativo;32;Feminino;16670;Vendedor_2;
405;Cliente_405;CE;Fortaleza;Nordeste;Residencial;25/04/2022;Móvel Controle;49.9;Ativo;65;Masculino;15948;Vendedor_22;
406;Cliente_406;RS;Pelotas;Centro-Oeste;Residencial;30/11/2022;Fibra 600MB;119.9;Cancelado;71;Feminino;6090;Vendedor_21;15/09/2024
407;Cliente_407;MG;Belo Horizonte;Centro-Oeste;Residencial;15/12/2022;Fibra 300MB;89.9;Cancelado;71;Masculino;4249;Vendedor_44;05/02/2023
408;Cliente_408;GO;Anápolis;Sudeste;Residencial;21/08/2022;Fibra 300MB;89.9;Ativo;21;Masculino;3993;Vendedor_49;
409;Cliente_409;MG;Juiz de Fora;Centro-Oeste;Residencial;25/03/2023;Fibra 300MB;89.9;Ativo;59;Feminino;5271;Vendedor_17;
410;Cliente_410;PE;Olinda;Nordeste;Residencial;07/04/2024;Fibra 600MB;119.9;Cancelado;22;Feminino;6028;Vendedor_40;
411;Cliente_411;CE;Sobral;Centro-Oeste;Residencial;31/08/2023;Móvel Pós;89.9;Ativo;53;Feminino;2180;Vendedor_31;
412;Cliente_412;DF;Brasília;Sudeste;Governo;08/04/2022;Móvel Pós;89.9;Ativo;19;Feminino;1805;Vendedor_25;
413;Cliente_413;PE;Recife;Sul;Residencial;22/07/2023;TV + Fibra;199.9;Ativo;67;Masculino;18877;Vendedor_7;
414;Cliente_414;SP;São Paulo;Norte;Residencial;07/04/2023;TV + Fibra;199.9;Ativo;25;Feminino;15340;Vendedor_25;
415;Cliente_415;BA;Salvador;Centro-Oeste;Empresarial;15/05/2023;Fibra 300MB;89.9;Ativo;64;Masculino;2901;Vendedor_18;
416;Cliente_416;PE;Olinda;Nordeste;Residencial;23/09/2023;TV + Fibra;199.9;Ativo;21;Masculino;5801;Vendedor_32;
417;Cliente_417;GO;Aparecida de Goiânia;Sul;Residencial;27/11/2024;Móvel Pós;89.9;Ativo;30;Feminino;7372;Vendedor_8;
418;Cliente_418;GO;Anápolis;Nordeste;Empresarial;10/12/2024;TV + Fibra;199.9;Ativo;31;Masculino;7462;Vendedor_47;
419;Cliente_419;PE;Petrolina;Centro-Oeste;Residencial;07/05/2022;TV + Fibra;199.9;Ativo;26;Feminino;9884;Vendedor_14;
420;Cliente_420;RS;Porto Alegre;Sudeste;Residencial;22/04/2023;Fibra 300MB;89.9;Cancelado;45;Masculino;16783;Vendedor_48;25/08/2023
421;Cliente_421;BA;Feira de Santana;Norte;Residencial;24/12/2023;Móvel Pós;89.9;Cancelado;55;Feminino;7274;Vendedor_6;
422;Cliente_422;SP;São Paulo;Norte;Residencial;12/03/2023;Fibra 300MB;89.9;Ativo;29;Masculino;4829;Vendedor_23;
423;Cliente_423;PE;Olinda;Sul;Residencial;26/03/2022;Móvel Pós;89.9;Ativo;45;Feminino;17895;Vendedor_15;
424;Cliente_424;RS;Porto Alegre;Norte;Empresarial;25/02/2024;Móvel Controle;49.9;Cancelado;30;Masculino;9477;Vendedor_22;
425;Cliente_425;GO;Anápolis;Sudeste;Residencial;27/01/2022;Fibra 300MB;89.9;Ativo;38;Masculino;1714;Vendedor_36;
426;Cliente_426;GO;Anápolis;Nordeste;Empresarial;09/05/2024;TV + Fibra;199.9;Cancelado;72;Masculino;10365;Vendedor_3;25/08/2024
427;Cliente_427;CE;Sobral;Sudeste;Empresarial;13/03/2022;TV + Fibra;199.9;Ativo;55;Masculino;2284;Vendedor_45;
428;Cliente_428;PE;Recife;Sul;Residencial;11/08/2023;Fibra 300MB;89.9;Ativo;69;Masculino;10409;Vendedor_44;
429;Cliente_429;BA;Vitória da Conquista;Sul;Residencial;26/10/2024;TV + Fibra;199.9;Ativo;43;Masculino;12198;Vendedor_9;
430;Cliente_430;RJ;Volta Redonda;Norte;Empresarial;01/06/2022;Fibra 1GB;159.9;Cancelado;42;Masculino;15175;Vendedor_5;26/10/2024
431;Cliente_431;BA;Salvador;Sudeste;Residencial;06/08/2023;Fibra 300MB;89.9;Ativo;39;Masculino;5916;Vendedor_12;
432;Cliente_432;GO;Anápolis;Nordeste;Residencial;26/02/2022;Móvel Pós;89.9;Ativo;68;Feminino;15443;Vendedor_29;
433;Cliente_433;GO;Aparecida de Goiânia;Sudeste;Residencial;02/03/2023;Móvel Controle;49.9;Ativo;69;Masculino;5338;Vendedor_1;
434;Cliente_434;MG;Belo Horizonte;Nordeste;Residencial;22/05/2022;Móvel Controle;49.9;Ativo;69;Feminino;3787;Vendedor_33;
435;Cliente_435;GO;Anápolis;Nordeste;Residencial;22/07/2023;Móvel Pós;89.9;Ativo;25;Feminino;17898;Vendedor_21;
436;Cliente_436;SP;Santos;Sudeste;Residencial;04/11/2024;Fibra 600MB;119.9;Ativo;54;Feminino;6472;Vendedor_21;
437;Cliente_437;PR;Maringá;Centro-Oeste;Residencial;28/10/2024;TV + Fibra;199.9;Cancelado;57;Masculino;6973;Vendedor_27;
438;Cliente_438;PE;Petrolina;Sudeste;Residencial;12/12/2024;Fibra 300MB;89.9;Ativo;62;Masculino;17316;Vendedor_2;
439;Cliente_439;BA;Feira de Santana;Nordeste;Residencial;17/05/2022;Móvel Controle;49.9;Ativo;73;Feminino;4836;Vendedor_8;
440;Cliente_440;PR;Maringá;Sul;Empresarial;23/06/2022;Móvel Pós;89.9;Ativo;39;Masculino;9178;Vendedor_12;
441;Cliente_441;RS;Caxias do Sul;Sul;Residencial;09/05/2024;Móvel Controle;49.9;Ativo;30;Masculino;9117;Vendedor_22;
442;Cliente_442;RJ;Volta Redonda;Norte;Residencial;07/08/2022;Móvel Controle;49.9;Ativo;54;Feminino;2225;Vendedor_49;
443;Cliente_443;SP;São Paulo;Sul;Residencial;12/09/2022;Móvel Pós;89.9;Ativo;31;Masculino;14478;Vendedor_9;
444;Cliente_444;BA;Vitória da Conquista;Centro-Oeste;Residencial;22/03/2024;Fibra 1GB;159.9;Ativo;35;Feminino;9559;Vendedor_44;
445;Cliente_445;PR;Curitiba;Nordeste;Residencial;27/09/2022;Móvel Controle;49.9;Ativo;64;Feminino;18622;Vendedor_38;
446;Cliente_446;RJ;Rio de Janeiro;Sudeste;Governo;12/08/2022;Móvel Controle;49.9;Cancelado;50;Masculino;1707;Vendedor_29;02/03/2023
447;Cliente_447;MG;Belo Horizonte;Sudeste;Residencial;01/06/2024;Fibra 600MB;119.9;Ativo;24;Feminino;18798;Vendedor_3;
448;Cliente_448;SP;Campinas;Centro-Oeste;Governo;27/08/2023;Fibra 1GB;159.9;Ativo;27;Feminino;1693;Vendedor_22;
449;Cliente_449;SP;São Paulo;Sul;Empresarial;02/12/2023;Fibra 600MB;119.9;Ativo;47;Feminino;19411;Vendedor_4;
450;Cliente_450;MG;Juiz de Fora;Nordeste;Residencial;08/07/2024;Móvel Pós;89.9;Ativo;72;Feminino;13643;Vendedor_29;
451;Cliente_451;PE;Olinda;Sul;Residencial;14/03/2022;TV + Fibra;199.9;Ativo;51;Masculino;6304;Vendedor_41;
452;Cliente_452;MG;Belo Horizonte;Norte;Empresarial;16/06/2024;Fibra 300MB;89.9;Cancelado;62;Feminino;13307;Vendedor_13;
453;Cliente_453;SP;Campinas;Sul;Residencial;04/08/2024;Móvel Pós;89.9;Cancelado;20;Feminino;5537;Vendedor_24;
454;Cliente_454;SP;Campinas;Norte;Residencial;27/06/2023;Fibra 1GB;159.9;Ativo;57;Masculino;11487;Vendedor_2;
455;Cliente_455;PR;Londrina;Sudeste;Residencial;23/09/2023;TV + Fibra;199.9;Ativo;29;Feminino;15612;Vendedor_3;
456;Cliente_456;GO;Aparecida de Goiânia;Nordeste;Residencial;05/03/2024;Móvel Pós;89.9;Ativo;53;Masculino;4874;Vendedor_15;
457;Cliente_457;RJ;Rio de Janeiro;Norte;Empresarial;27/05/2024;Fibra 1GB;159.9;Ativo;70;Feminino;4586;Vendedor_24;
458;Cliente_458;MG;Uberlândia;Sul;Residencial;27/01/2024;TV + Fibra;199.9;Ativo;48;Masculino;3526;Vendedor_50;
459;Cliente_459;RJ;Niterói;Sul;Governo;10/09/2023;Fibra 600MB;119.9;Ativo;40;Masculino;5066;Vendedor_26;
460;Cliente_460;MG;Uberlândia;Sudeste;Residencial;17/07/2022;Móvel Controle;49.9;Ativo;25;Feminino;14477;Vendedor_8;
461;Cliente_461;RS;Porto Alegre;Centro-Oeste;Empresarial;08/05/2023;Móvel Pós;89.9;Ativo;18;Masculino;8926;Vendedor_40;
462;Cliente_462;SP;Campinas;Centro-Oeste;Residencial;23/03/2022;Móvel Pós;89.9;Ativo;72;Masculino;5591;Vendedor_47;
463;Cliente_463;GO;Anápolis;Sul;Residencial;09/01/2023;TV + Fibra;199.9;Cancelado;52;Feminino;10769;Vendedor_5;29/05/2024
464;Cliente_464;PR;Maringá;Centro-Oeste;Empresarial;16/05/2023;Móvel Controle;49.9;Ativo;64;Masculino;14439;Vendedor_8;
465;Cliente_465;GO;Goiânia;Nordeste;Empresarial;23/12/2022;Móvel Pós;89.9;Ativo;32;Feminino;18232;Vendedor_46;
466;Cliente_466;GO;Aparecida de Goiânia;Centro-Oeste;Residencial;03/08/2023;Móvel Pós;89.9;Cancelado;70;Feminino;19291;Vendedor_39;
467;Cliente_467;GO;Goiânia;Nordeste;Residencial;27/10/2022;TV + Fibra;199.9;Ativo;45;Masculino;6806;Vendedor_46;
468;Cliente_468;RJ;Rio de Janeiro;Sul;Residencial;08/10/2023;Fibra 300MB;89.9;Ativo;29;Feminino;16156;Vendedor_32;
469;Cliente_469;MG;Belo Horizonte;Sul;Empresarial;30/04/2022;TV + Fibra;199.9;Ativo;18;Feminino;6971;Vendedor_31;
470;Cliente_470;DF;Brasília;Sul;Residencial;05/07/2022;TV + Fibra;199.9;Ativo;28;Masculino;14243;Vendedor_8;
471;Cliente_471;RS;Pelotas;Sudeste;Empresarial;07/08/2023;TV + Fibra;199.9;Ativo;68;Masculino;5592;Vendedor_17;
472;Cliente_472;BA;Vitória da Conquista;Centro-Oeste;Residencial;04/11/2022;Fibra 300MB;89.9;Ativo;54;Masculino;9984;Vendedor_23;
473;Cliente_473;GO;Aparecida de Goiânia;Norte;Residencial;22/08/2022;Móvel Controle;49.9;Ativo;66;Feminino;13946;Vendedor_39;
474;Cliente_474;PE;Petrolina;Norte;Empresarial;31/10/2024;Fibra 600MB;119.9;Cancelado;19;Masculino;19386;Vendedor_50;
475;Cliente_475;RJ;Niterói;Sul;Residencial;24/06/2022;Móvel Pós;89.9;Ativo;62;Masculino;17908;Vendedor_13;
476;Cliente_476;PR;Londrina;Centro-Oeste;Residencial;12/02/2024;TV + Fibra;199.9;Ativo;52;Masculino;14605;Vendedor_44;
477;Cliente_477;BA;Feira de Santana;Nordeste;Empresarial;05/10/2023;Móvel Pós;89.9;Ativo;62;Feminino;16396;Vendedor_15;
478;Cliente_478;DF;Brasília;Norte;Empresarial;29/06/2024;Fibra 600MB;119.9;Ativo;25;Feminino;19427;Vendedor_45;
479;Cliente_479;PE;Recife;Sul;Residencial;22/10/2024;Móvel Pós;89.9;Ativo;48;Feminino;16313;Vendedor_28;
480;Cliente_480;DF;Brasília;Norte;Empresarial;31/01/2024;Fibra 600MB;119.9;Ativo;38;Feminino;13369;Vendedor_48;
481;Cliente_481;BA;Feira de Santana;Norte;Residencial;01/07/2022;Móvel Controle;49.9;Ativo;70;Feminino;15444;Vendedor_30;
482;Cliente_482;GO;Goiânia;Norte;Governo;30/07/2024;Móvel Controle;49.9;Ativo;62;Feminino;8502;Vendedor_15;
483;Cliente_483;PE;Petrolina;Sul;Empresarial;16/12/2022;Fibra 600MB;119.9;Cancelado;20;Masculino;8680;Vendedor_38;24/11/2023
484;Cliente_484;DF;Brasília;Sul;Residencial;01/10/2023;Fibra 600MB;119.9;Ativo;42;Feminino;19696;Vendedor_8;
485;Cliente_485;PR;Curitiba;Sudeste;Residencial;13/08/2022;Fibra 1GB;159.9;Ativo;58;Masculino;14884;Vendedor_46;
486;Cliente_486;MG;Belo Horizonte;Sudeste;Residencial;13/10/2022;Fibra 300MB;89.9;Cancelado;45;Masculino;15987;Vendedor_15;23/12/2024
487;Cliente_487;SP;Campinas;Sudeste;Residencial;12/07/2022;Fibra 300MB;89.9;Ativo;45;Masculino;16267;Vendedor_38;
488;Cliente_488;MG;Juiz de Fora;Norte;Residencial;02/11/2023;TV + Fibra;199.9;Ativo;19;Feminino;1753;Vendedor_39;
489;Cliente_489;BA;Vitória da Conquista;Centro-Oeste;Residencial;23/11/2023;Móvel Pós;89.9;Cancelado;25;Masculino;12510;Vendedor_34;
490;Cliente_490;RJ;Niterói;Sul;Residencial;22/06/2023;Móvel Pós;89.9;Ativo;18;Feminino;7308;Vendedor_36;
491;Cliente_491;SP;Santos;Sudeste;Empresarial;04/09/2023;Fibra 600MB;119.9;Ativo;38;Feminino;10975;Vendedor_20;
492;Cliente_492;RS;Pelotas;Centro-Oeste;Residencial;19/06/2024;TV + Fibra;199.9;Cancelado;32;Masculino;12289;Vendedor_44;
493;Cliente_493;PR;Maringá;Sudeste;Residencial;20/02/2022;Fibra 600MB;119.9;Ativo;72;Masculino;19060;Vendedor_13;
494;Cliente_494;RS;Caxias do Sul;Sudeste;Residencial;08/05/2022;Fibra 300MB;89.9;Ativo;25;Masculino;9482;Vendedor_44;
495;Cliente_495;PE;Petrolina;Centro-Oeste;Empresarial;05/12/2024;TV + Fibra;199.9;Ativo;57;Masculino;6864;Vendedor_45;
496;Cliente_496;SP;São Paulo;Sudeste;Residencial;22/08/2022;TV + Fibra;199.9;Ativo;39;Feminino;6760;Vendedor_47;
497;Cliente_497;RS;Porto Alegre;Norte;Empresarial;24/03/2023;Móvel Pós;89.9;Ativo;56;Feminino;14418;Vendedor_21;
498;Cliente_498;RS;Pelotas;Norte;Residencial;07/08/2023;Fibra 300MB;89.9;Ativo;37;Feminino;4036;Vendedor_47;
499;Cliente_499;DF;Brasília;Norte;Residencial;18/05/2023;Móvel Controle;49.9;Cancelado;30;Masculino;16720;Vendedor_23;07/10/2023
500;Cliente_500;MG;Uberlândia;Nordeste;Residencial;30/08/2023;Fibra 300MB;89.9;Ativo;43;Feminino;7412;Vendedor_46;
501;Cliente_501;DF;Brasília;Sudeste;Residencial;10/07/2024;Fibra 300MB;89.9;Ativo;56;Feminino;14017;Vendedor_3;
502;Cliente_502;SP;Campinas;Nordeste;Residencial;12/10/2022;Fibra 600MB;119.9;Cancelado;24;Feminino;18084;Vendedor_22;30/05/2023
503;Cliente_503;SP;Campinas;Sul;Residencial;24/07/2024;Móvel Pós;89.9;Ativo;74;Masculino;2054;Vendedor_29;
504;Cliente_504;BA;Vitória da Conquista;Centro-Oeste;Residencial;28/06/2023;Móvel Controle;49.9;Ativo;28;Masculino;19073;Vendedor_40;
505;Cliente_505;DF;Brasília;Sul;Empresarial;22/12/2022;Fibra 300MB;89.9;Cancelado;48;Masculino;6608;Vendedor_30;
506;Cliente_506;CE;Sobral;Nordeste;Residencial;26/11/2024;Fibra 300MB;89.9;Ativo;51;Masculino;2450;Vendedor_24;
507;Cliente_507;MG;Belo Horizonte;Norte;Residencial;18/05/2022;Fibra 600MB;119.9;Ativo;28;Masculino;18701;Vendedor_25;
508;Cliente_508;SP;Campinas;Sudeste;Governo;04/09/2023;TV + Fibra;199.9;Ativo;41;Feminino;10537;Vendedor_12;
509;Cliente_509;BA;Salvador;Sudeste;Residencial;02/04/2023;Fibra 1GB;159.9;Ativo;42;Masculino;18113;Vendedor_50;
510;Cliente_510;DF;Brasília;Norte;Residencial;09/04/2022;Móvel Pós;89.9;Ativo;68;Feminino;12029;Vendedor_20;
511;Cliente_511;MG;Belo Horizonte;Sudeste;Governo;05/02/2022;Móvel Pós;89.9;Ativo;73;Feminino;18804;Vendedor_33;
512;Cliente_512;DF;Brasília;Centro-Oeste;Governo;22/09/2023;Móvel Pós;89.9;Cancelado;50;Feminino;9358;Vendedor_39;09/07/2024
513;Cliente_513;RS;Caxias do Sul;Centro-Oeste;Residencial;01/11/2023;Fibra 300MB;89.9;Ativo;46;Masculino;9529;Vendedor_22;
514;Cliente_514;BA;Vitória da Conquista;Centro-Oeste;Residencial;26/02/2024;Fibra 300MB;89.9;Ativo;38;Feminino;6354;Vendedor_46;
515;Cliente_515;MG;Juiz de Fora;Sul;Residencial;12/11/2023;Fibra 300MB;89.9;Ativo;66;Masculino;14786;Vendedor_19;
516;Cliente_516;GO;Goiânia;Norte;Empresarial;24/02/2022;TV + Fibra;199.9;Ativo;50;Feminino;7296;Vendedor_32;
517;Cliente_517;PE;Recife;Centro-Oeste;Empresarial;26/10/2024;Fibra 1GB;159.9;Ativo;62;Masculino;11466;Vendedor_26;
518;Cliente_518;PE;Recife;Nordeste;Residencial;09/06/2024;Fibra 300MB;89.9;Ativo;23;Masculino;13853;Vendedor_44;
519;Cliente_519;MG;Belo Horizonte;Centro-Oeste;Empresarial;03/10/2024;Móvel Pós;89.9;Ativo;54;Masculino;14640;Vendedor_7;
520;Cliente_520;DF;Brasília;Sul;Residencial;07/02/2024;TV + Fibra;199.9;Ativo;70;Masculino;4605;Vendedor_8;
521;Cliente_521;BA;Feira de Santana;Nordeste;Residencial;06/07/2024;Móvel Pós;89.9;Ativo;19;Feminino;3502;Vendedor_11;
522;Cliente_522;PE;Recife;Norte;Empresarial;26/10/2023;Fibra 600MB;119.9;Ativo;59;Masculino;9601;Vendedor_40;
523;Cliente_523;BA;Salvador;Norte;Residencial;09/04/2024;Fibra 1GB;159.9;Ativo;47;Masculino;2426;Vendedor_16;
524;Cliente_524;PE;Petrolina;Centro-Oeste;Residencial;19/06/2022;Móvel Controle;49.9;Ativo;74;Masculino;10357;Vendedor_9;
525;Cliente_525;RS;Pelotas;Nordeste;Governo;06/09/2022;Fibra 300MB;89.9;Ativo;45;Feminino;8633;Vendedor_41;
526;Cliente_526;DF;Brasília;Nordeste;Residencial;24/10/2023;Móvel Controle;49.9;Ativo;49;Masculino;9626;Vendedor_4;
527;Cliente_527;RS;Pelotas;Centro-Oeste;Residencial;29/07/2022;Fibra 300MB;89.9;Ativo;70;Feminino;17547;Vendedor_11;
528;Cliente_528;PE;Olinda;Centro-Oeste;Empresarial;30/06/2024;Fibra 1GB;159.9;Ativo;68;Feminino;5720;Vendedor_10;
529;Cliente_529;GO;Anápolis;Sudeste;Governo;10/01/2024;Fibra 1GB;159.9;Ativo;44;Feminino;3386;Vendedor_29;
530;Cliente_530;GO;Aparecida de Goiânia;Sudeste;Empresarial;21/05/2022;Móvel Pós;89.9;Ativo;56;Masculino;5963;Vendedor_41;
531;Cliente_531;RS;Pelotas;Centro-Oeste;Residencial;24/09/2023;Fibra 1GB;159.9;Ativo;39;Masculino;11749;Vendedor_5;
532;Cliente_532;GO;Goiânia;Sul;Residencial;15/03/2024;TV + Fibra;199.9;Ativo;32;Feminino;17407;Vendedor_3;
533;Cliente_533;PE;Recife;Sudeste;Residencial;29/06/2022;TV + Fibra;199.9;Ativo;60;Masculino;13924;Vendedor_13;
534;Cliente_534;MG;Uberlândia;Centro-Oeste;Residencial;08/07/2024;Móvel Controle;49.9;Ativo;55;Feminino;9388;Vendedor_16;
535;Cliente_535;RS;Caxias do Sul;Nordeste;Empresarial;29/09/2023;Móvel Controle;49.9;Ativo;54;Feminino;11825;Vendedor_41;
536;Cliente_536;RJ;Rio de Janeiro;Sudeste;Empresarial;24/01/2024;Fibra 1GB;159.9;Ativo;53;Masculino;14001;Vendedor_8;
537;Cliente_537;DF;Brasília;Sul;Residencial;13/09/2024;Móvel Controle;49.9;Ativo;55;Feminino;17168;Vendedor_28;
538;Cliente_538;GO;Aparecida de Goiânia;Norte;Residencial;06/11/2024;TV + Fibra;199.9;Ativo;24;Masculino;10882;Vendedor_24;
539;Cliente_539;GO;Goiânia;Nordeste;Empresarial;05/11/2024;Fibra 300MB;89.9;Ativo;48;Masculino;11032;Vendedor_38;
540;Cliente_540;SP;Campinas;Sul;Empresarial;20/01/2023;Fibra 600MB;119.9;Ativo;61;Masculino;18596;Vendedor_2;
541;Cliente_541;CE;Juazeiro do Norte;Sul;Residencial;11/06/2024;TV + Fibra;199.9;Ativo;47;Masculino;7849;Vendedor_6;
542;Cliente_542;RS;Porto Alegre;Sul;Residencial;13/09/2024;Móvel Pós;89.9;Ativo;31;Feminino;18565;Vendedor_19;
543;Cliente_543;PR;Curitiba;Nordeste;Residencial;08/02/2024;Fibra 600MB;119.9;Ativo;73;Masculino;6862;Vendedor_18;
544;Cliente_544;GO;Goiânia;Sul;Empresarial;02/03/2024;Móvel Controle;49.9;Cancelado;51;Feminino;17077;Vendedor_38;
545;Cliente_545;DF;Brasília;Norte;Residencial;15/02/2022;Móvel Pós;89.9;Ativo;69;Masculino;9374;Vendedor_24;
546;Cliente_546;RJ;Niterói;Sudeste;Residencial;19/05/2023;Fibra 600MB;119.9;Ativo;44;Outro;17211;Vendedor_39;
547;Cliente_547;GO;Aparecida de Goiânia;Nordeste;Residencial;09/04/2024;Fibra 600MB;119.9;Ativo;40;Feminino;2086;Vendedor_20;
548;Cliente_548;RJ;Rio de Janeiro;Sul;Residencial;09/06/2023;Móvel Controle;49.9;Ativo;20;Feminino;18247;Vendedor_24;
549;Cliente_549;PE;Olinda;Centro-Oeste;Residencial;05/09/2024;Móvel Pós;89.9;Ativo;22;Feminino;13336;Vendedor_2;
550;Cliente_550;PE;Olinda;Sudeste;Empresarial;11/07/2023;TV + Fibra;199.9;Ativo;59;Masculino;15471;Vendedor_36;
551;Cliente_551;CE;Juazeiro do Norte;Nordeste;Empresarial;16/02/2022;TV + Fibra;199.9;Ativo;47;Masculino;18981;Vendedor_16;
552;Cliente_552;MG;Belo Horizonte;Centro-Oeste;Empresarial;12/06/2023;Móvel Pós;89.9;Ativo;24;Masculino;10418;Vendedor_35;
553;Cliente_553;PR;Curitiba;Centro-Oeste;Empresarial;17/04/2022;Fibra 600MB;119.9;Ativo;58;Masculino;18383;Vendedor_7;
554;Cliente_554;SP;Santos;Sul;Residencial;23/10/2024;Móvel Pós;89.9;Ativo;71;Feminino;19004;Vendedor_30;
555;Cliente_555;CE;Juazeiro do Norte;Nordeste;Residencial;08/09/2023;TV + Fibra;199.9;Cancelado;35;Masculino;19858;Vendedor_35;
556;Cliente_556;BA;Salvador;Sul;Empresarial;23/08/2024;Móvel Pós;89.9;Ativo;74;Feminino;2606;Vendedor_39;
557;Cliente_557;SP;Campinas;Norte;Residencial;09/05/2024;Fibra 300MB;89.9;Ativo;55;Feminino;18812;Vendedor_43;
558;Cliente_558;RS;Caxias do Sul;Centro-Oeste;Residencial;20/07/2022;Móvel Controle;49.9;Cancelado;27;Masculino;4509;Vendedor_16;23/12/2024
559;Cliente_559;DF;Brasília;Norte;Residencial;11/09/2022;TV + Fibra;199.9;Ativo;61;Feminino;16333;Vendedor_16;
560;Cliente_560;BA;Vitória da Conquista;Sul;Residencial;02/07/2022;Móvel Controle;49.9;Ativo;51;Masculino;5260;Vendedor_24;
561;Cliente_561;BA;Salvador;Sudeste;Residencial;07/09/2024;Fibra 300MB;89.9;Ativo;50;Masculino;18479;Vendedor_14;
562;Cliente_562;CE;Fortaleza;Centro-Oeste;Residencial;05/05/2023;Fibra 600MB;119.9;Ativo;49;Masculino;9566;Vendedor_16;
563;Cliente_563;MG;Uberlândia;Sudeste;Residencial;20/05/2023;Fibra 1GB;159.9;Ativo;48;Masculino;16717;Vendedor_32;
564;Cliente_564;CE;Juazeiro do Norte;Nordeste;Residencial;17/02/2023;TV + Fibra;199.9;Cancelado;45;Masculino;12195;Vendedor_7;23/08/2023
565;Cliente_565;RS;Pelotas;Centro-Oeste;Empresarial;08/02/2023;Fibra 600MB;119.9;Ativo;21;Feminino;16733;Vendedor_25;
566;Cliente_566;GO;Aparecida de Goiânia;Norte;Residencial;24/08/2022;Fibra 300MB;89.9;Cancelado;32;Feminino;9650;Vendedor_23;
567;Cliente_567;GO;Aparecida de Goiânia;Sudeste;Residencial;08/05/2024;Móvel Pós;89.9;Ativo;19;Feminino;6020;Vendedor_2;
568;Cliente_568;MG;Juiz de Fora;Nordeste;Residencial;23/08/2024;Fibra 300MB;89.9;Ativo;40;Masculino;8043;Vendedor_9;
569;Cliente_569;RS;Pelotas;Centro-Oeste;Empresarial;25/09/2023;Móvel Controle;49.9;Ativo;40;Feminino;19556;Vendedor_37;
570;Cliente_570;MG;Juiz de Fora;Nordeste;Residencial;27/07/2022;Móvel Pós;89.9;Ativo;52;Feminino;15690;Vendedor_42;
571;Cliente_571;RJ;Niterói;Norte;Residencial;20/05/2022;Fibra 600MB;119.9;Ativo;44;Masculino;17666;Vendedor_32;
572;Cliente_572;GO;Aparecida de Goiânia;Centro-Oeste;Governo;11/08/2023;Móvel Pós;89.9;Cancelado;43;Feminino;15474;Vendedor_43;16/02/2024
573;Cliente_573;BA;Feira de Santana;Nordeste;Residencial;10/08/2023;Móvel Controle;49.9;Ativo;66;Outro;10122;Vendedor_22;
574;Cliente_574;PR;Londrina;Sul;Residencial;05/07/2024;Fibra 300MB;89.9;Ativo;51;Feminino;9529;Vendedor_18;
575;Cliente_575;DF;Brasília;Centro-Oeste;Residencial;24/08/2024;Fibra 600MB;119.9;Ativo;30;Masculino;19813;Vendedor_42;
576;Cliente_576;RS;Porto Alegre;Centro-Oeste;Residencial;24/07/2023;Fibra 1GB;159.9;Ativo;57;Feminino;19482;Vendedor_46;
