id_cliente;nome_cliente;estado;cidade;segmento;plano;status;idade;genero;renda_estimada;vendedor
10628;ClienteNovo_628;BA;Salvador;Governo;Móvel Pós;Ativo;36;Masculino;6659;Vendedor_40
10629;ClienteNovo_629;RS;Caxias do Sul;Empresarial;Móvel Controle;Ativo;48;Feminino;16519;Vendedor_28
10630;ClienteNovo_630;RJ;Volta Redonda;Residencial;Móvel Pós;Ativo;51;Masculino;5291;Vendedor_7
10631;ClienteNovo_631;SP;Santos;Residencial;Fibra 300MB;Ativo;55;Feminino;18023;Vendedor_23
10632;ClienteNovo_632;SP;São Paulo;Governo;Móvel Controle;Ativo;45;Masculino;18978;Vendedor_17
10633;ClienteNovo_633;PE;Petrolina;Residencial;Móvel Controle;Ativo;52;Feminino;16043;Vendedor_31
10634;ClienteNovo_634;RS;Porto Alegre;Residencial;Móvel Controle;Ativo;69;Feminino;19458;Vendedor_8
10635;ClienteNovo_635;PE;Recife;Residencial;Fibra 600MB;Ativo;25;Feminino;7726;Vendedor_41
10636;ClienteNovo_636;BA;Vitória da Conquista;Residencial;Fibra 300MB;Ativo;46;Feminino;11393;Vendedor_37
10637;ClienteNovo_637;DF;Brasília;Residencial;Móvel Pós;Ativo;18;Masculino;3934;Vendedor_8
10638;ClienteNovo_638;RJ;Rio de Janeiro;Residencial;Fibra 1GB;Ativo;59;Masculino;19460;Vendedor_13
10639;ClienteNovo_639;RJ;Rio de Janeiro;Residencial;Fibra 300MB;Ativo;36;Feminino;7809;Vendedor_23
10640;ClienteNovo_640;GO;Anápolis;Empresarial;TV + Fibra;Ativo;22;Feminino;17867;Vendedor_15
10641;ClienteNovo_641;SP;Campinas;Residencial;Móvel Controle;Ativo;74;Masculino;4311;Vendedor_25
10642;ClienteNovo_642;PE;Petrolina;Empresarial;Fibra 1GB;Ativo;56;Masculino;17720;Vendedor_21
10643;ClienteNovo_643;PE;Olinda;Residencial;Móvel Controle;Ativo;20;Feminino;13240;Vendedor_28
10644;ClienteNovo_644;SP;Santos;Residencial;Fibra 600MB;Ativo;25;Feminino;8333;Vendedor_7
10645;ClienteNovo_645;CE;Sobral;Governo;Móvel Controle;Ativo;58;Masculino;17594;Vendedor_25
10646;ClienteNovo_646;PE;Recife;Residencial;Fibra 300MB;Ativo;35;Outro;1995;Vendedor_10
10647;ClienteNovo_647;RS;Porto Alegre;Residencial;Fibra 600MB;Ativo;24;Masculino;14526;Vendedor_41
10648;ClienteNovo_648;SP;Santos;Empresarial;Móvel Controle;Ativo;38;Feminino;7738;Vendedor_27
10649;ClienteNovo_649;MG;Uberlândia;Empresarial;TV + Fibra;Ativo;55;Feminino;3520;Vendedor_18
10650;ClienteNovo_650;GO;Aparecida de Goiânia;Residencial;Fibra 300MB;Ativo;54;Feminino;19226;Vendedor_47
10651;ClienteNovo_651;DF;Brasília;Residencial;Móvel Pós;Ativo;43;Feminino;15224;Vendedor_30
10652;ClienteNovo_652;CE;Sobral;Residencial;Móvel Controle;Ativo;51;Masculino;6742;Vendedor_48
10653;ClienteNovo_653;RJ;Rio de Janeiro;Residencial;Fibra 600MB;Ativo;40;Feminino;5185;Vendedor_31
10654;ClienteNovo_654;DF;Brasília;Empresarial;Móvel Pós;Ativo;38;Feminino;4151;Vendedor_15
10655;ClienteNovo_655;MG;Belo Horizonte;Empresarial;Móvel Controle;Ativo;50;Masculino;9678;Vendedor_48
10656;ClienteNovo_656;MG;Belo Horizonte;Residencial;Móvel Pós;Ativo;37;Masculino;5557;Vendedor_15
10657;ClienteNovo_657;RJ;Niterói;Residencial;Fibra 1GB;Ativo;39;Feminino;15169;Vendedor_4
10658;ClienteNovo_658;PE;Petrolina;Residencial;Fibra 1GB;Ativo;41;Masculino;14992;Vendedor_36
10659;ClienteNovo_659;MG;Uberlândia;Empresarial;Fibra 600MB;Ativo;54;Feminino;6145;Vendedor_6
10660;ClienteNovo_660;CE;Fortaleza;Residencial;Móvel Controle;Ativo;20;Feminino;14273;Vendedor_22
10661;ClienteNovo_661;PE;Olinda;Empresarial;Fibra 300MB;Ativo;19;Masculino;15303;Vendedor_4
10662;ClienteNovo_662;DF;Brasília;Empresarial;Móvel Pós;Ativo;47;Masculino;18768;Vendedor_23
10663;ClienteNovo_663;GO;Anápolis;Empresarial;Fibra 300MB;Ativo;51;Feminino;17553;Vendedor_31
10664;ClienteNovo_664;GO;Goiânia;Governo;Fibra 600MB;Ativo;68;Feminino;17897;Vendedor_26
10665;ClienteNovo_665;MG;Juiz de Fora;Governo;Móvel Pós;Ativo;20;Masculino;6757;Vendedor_11
10666;ClienteNovo_666;MG;Uberlândia;Residencial;TV + Fibra;Ativo;20;Feminino;7572;Vendedor_21
10667;ClienteNovo_667;BA;Feira de Santana;Residencial;Móvel Controle;Ativo;36;Feminino;15237;Vendedor_14
10668;ClienteNovo_668;PE;Petrolina;Empresarial;Móvel Controle;Ativo;30;Feminino;13596;Vendedor_27
10669;ClienteNovo_669;GO;Anápolis;Empresarial;TV + Fibra;Ativo;25;Feminino;19182;Vendedor_50
10670;ClienteNovo_670;PR;Londrina;Empresarial;Fibra 300MB;Ativo;42;Feminino;8523;Vendedor_10
10671;ClienteNovo_671;RJ;Volta Redonda;Residencial;Fibra 300MB;Ativo;39;Masculino;11523;Vendedor_8
10672;ClienteNovo_672;GO;Aparecida de Goiânia;Residencial;TV + Fibra;Ativo;37;Masculino;4468;Vendedor_4
10673;ClienteNovo_673;SP;Campinas;Residencial;Fibra 600MB;Ativo;44;Masculino;7375;Vendedor_45
10674;ClienteNovo_674;RS;Pelotas;Residencial;TV + Fibra;Ativo;20;Feminino;18556;Vendedor_7
10675;ClienteNovo_675;PR;Maringá;Residencial;Fibra 600MB;Ativo;66;Feminino;4308;Vendedor_29
10676;ClienteNovo_676;PE;Olinda;Empresarial;TV + Fibra;Ativo;36;Masculino;18319;Vendedor_45
10677;ClienteNovo_677;PR;Curitiba;Residencial;Móvel Pós;Ativo;70;Masculino;7593;Vendedor_25
10678;ClienteNovo_678;PR;Londrina;Residencial;Fibra 1GB;Ativo;30;Masculino;15259;Vendedor_49
10679;ClienteNovo_679;BA;Feira de Santana;Empresarial;Móvel Controle;Ativo;60;Masculino;18767;Vendedor_38
10680;ClienteNovo_680;GO;Aparecida de Goiânia;Empresarial;Móvel Pós;Ativo;18;Feminino;12931;Vendedor_1
10681;ClienteNovo_681;MG;Belo Horizonte;Empresarial;TV + Fibra;Ativo;18;Feminino;18484;Vendedor_16
10682;ClienteNovo_682;DF;Brasília;Residencial;Fibra 1GB;Ativo;71;Masculino;16465;Vendedor_46
10683;ClienteNovo_683;BA;Salvador;Residencial;TV + Fibra;Ativo;67;Feminino;18548;Vendedor_3
10684;ClienteNovo_684;CE;Fortaleza;Empresarial;Móvel Controle;Ativo;44;Masculino;7738;Vendedor_43
10685;ClienteNovo_685;RJ;Volta Redonda;Empresarial;Fibra 300MB;Ativo;67;Feminino;4823;Vendedor_33
10686;ClienteNovo_686;RS;Pelotas;Residencial;Móvel Pós;Ativo;39;Feminino;4558;Vendedor_7
10687;ClienteNovo_687;RS;Porto Alegre;Residencial;Fibra 600MB;Ativo;74;Feminino;8516;Vendedor_50
10688;ClienteNovo_688;CE;Fortaleza;Residencial;Fibra 600MB;Ativo;42;Feminino;17494;Vendedor_44
10689;ClienteNovo_689;SP;Santos;Residencial;Móvel Pós;Ativo;59;Masculino;15273;Vendedor_40
10690;ClienteNovo_690;RJ;Volta Redonda;Residencial;Móvel Controle;Ativo;39;Masculino;15129;Vendedor_15
10691;ClienteNovo_691;MG;Uberlândia;Residencial;Fibra 300MB;Ativo;27;Masculino;4062;Vendedor_8
10692;ClienteNovo_692;MG;Uberlândia;Residencial;Móvel Pós;Ativo;37;Feminino;5749;Vendedor_25
10693;ClienteNovo_693;CE;Sobral;Residencial;Fibra 1GB;Ativo;74;Masculino;7185;Vendedor_1
10694;ClienteNovo_694;PR;Curitiba;Residencial;Fibra 300MB;Ativo;28;Feminino;6146;Vendedor_10
10695;ClienteNovo_695;MG;Juiz de Fora;Residencial;Fibra 600MB;Ativo;30;Masculino;11207;Vendedor_46
10696;ClienteNovo_696;BA;Salvador;Residencial;Fibra 300MB;Ativo;51;Feminino;11046;Vendedor_16
10697;ClienteNovo_697;DF;Brasília;Empresarial;Móvel Controle;Ativo;74;Masculino;16768;Vendedor_12
10698;ClienteNovo_698;PR;Maringá;Residencial;Móvel Controle;Ativo;69;Masculino;10580;Vendedor_25
10699;ClienteNovo_699;PR;Londrina;Empresarial;Fibra 300MB;Ativo;44;Feminino;16575;Vendedor_23
10700;ClienteNovo_700;SP;Campinas;Residencial;Fibra 600MB;Ativo;24;Masculino;15410;Vendedor_14
10701;ClienteNovo_701;DF;Brasília;Residencial;Fibra 300MB;Ativo;71;Feminino;4814;Vendedor_8
10702;ClienteNovo_702;RS;Caxias do Sul;Empresarial;Fibra 600MB;Ativo;43;Feminino;2771;Vendedor_8
10703;ClienteNovo_703;GO;Aparecida de Goiânia;Empresarial;Móvel Pós;Ativo;34;Feminino;12989;Vendedor_26
10704;ClienteNovo_704;BA;Vitória da Conquista;Residencial;Móvel Controle;Ativo;62;Masculino;19508;Vendedor_2
10705;ClienteNovo_705;CE;Fortaleza;Empresarial;Fibra 300MB;Ativo;66;Feminino;11273;Vendedor_44
10706;ClienteNovo_706;SP;Santos;Residencial;TV + Fibra;Ativo;38;Feminino;13618;Vendedor_9
10707;ClienteNovo_707;PR;Maringá;Residencial;Fibra 300MB;Ativo;54;Masculino;11046;Vendedor_41
10708;ClienteNovo_708;DF;Brasília;Residencial;Fibra 600MB;Ativo;33;Feminino;9743;Vendedor_20
10709;ClienteNovo_709;DF;Brasília;Residencial;Fibra 1GB;Ativo;69;Feminino;18127;Vendedor_38
10710;ClienteNovo_710;DF;Brasília;Residencial;Fibra 600MB;Ativo;42;Masculino;12887;Vendedor_23
10711;ClienteNovo_711;SP;Campinas;Residencial;Fibra 1GB;Ativo;42;Feminino;1723;Vendedor_14
10712;ClienteNovo_712;GO;Goiânia;Residencial;Fibra 300MB;Ativo;47;Masculino;12238;Vendedor_38
10713;ClienteNovo_713;GO;Anápolis;Residencial;Móvel Controle;Ativo;72;Feminino;17511;Vendedor_47
10714;ClienteNovo_714;GO;Aparecida de Goiânia;Residencial;Móvel Pós;Ativo;59;Masculino;2576;Vendedor_28
10715;ClienteNovo_715;DF;Brasília;Residencial;Móvel Controle;Ativo;65;Feminino;15566;Vendedor_31
10716;ClienteNovo_716;GO;Anápolis;Empresarial;Móvel Controle;Ativo;55;Feminino;7286;Vendedor_50
10717;ClienteNovo_717;CE;Juazeiro do Norte;Empresarial;Móvel Pós;Ativo;63;Feminino;3035;Vendedor_28
10718;ClienteNovo_718;CE;Fortaleza;Empresarial;Fibra 300MB;Ativo;33;Feminino;7673;Vendedor_34
10719;ClienteNovo_719;SP;Santos;Empresarial;Fibra 600MB;Ativo;33;Masculino;9892;Vendedor_46
10720;ClienteNovo_720;RJ;Rio de Janeiro;Residencial;Móvel Controle;Ativo;45;Feminino;9972;Vendedor_2
10721;ClienteNovo_721;GO;Anápolis;Residencial;Fibra 600MB;Ativo;44;Feminino;12885;Vendedor_3
10722;ClienteNovo_722;PR;Curitiba;Empresarial;Móvel Controle;Ativo;20;Masculino;12903;Vendedor_37
10723;ClienteNovo_723;RJ;Rio de Janeiro;Residencial;TV + Fibra;Ativo;21;Masculino;14575;Vendedor_31
10724;ClienteNovo_724;GO;Aparecida de Goiânia;Empresarial;Fibra 300MB;Ativo;49;Feminino;1804;Vendedor_16
10725;ClienteNovo_725;DF;Brasília;Residencial;Fibra 600MB;Ativo;32;Masculino;7720;Vendedor_29
10726;ClienteNovo_726;BA;Salvador;Residencial;TV + Fibra;Ativo;22;Feminino;16807;Vendedor_45
10727;ClienteNovo_727;BA;Feira de Santana;Empresarial;Móvel Pós;Ativo;64;Masculino;9664;Vendedor_7
10728;ClienteNovo_728;PE;Recife;Residencial;Fibra 300MB;Ativo;59;Masculino;19792;Vendedor_44
10729;ClienteNovo_729;RS;Caxias do Sul;Residencial;Móvel Pós;Ativo;67;Feminino;16444;Vendedor_45
10730;ClienteNovo_730;SP;São Paulo;Residencial;TV + Fibra;Ativo;36;Masculino;1573;Vendedor_42
10731;ClienteNovo_731;DF;Brasília;Residencial;Móvel Controle;Ativo;37;Feminino;10840;Vendedor_38
10732;ClienteNovo_732;CE;Fortaleza;Residencial;TV + Fibra;Ativo;36;Masculino;11085;Vendedor_11
10733;ClienteNovo_733;PE;Recife;Residencial;Móvel Controle;Ativo;64;Masculino;7703;Vendedor_18
10734;ClienteNovo_734;PE;Petrolina;Residencial;Móvel Pós;Ativo;29;Feminino;11039;Vendedor_45
10735;ClienteNovo_735;SP;São Paulo;Residencial;Móvel Controle;Ativo;40;Masculino;12986;Vendedor_26
10736;ClienteNovo_736;SP;Campinas;Residencial;Móvel Controle;Ativo;72;Feminino;11322;Vendedor_13
10737;ClienteNovo_737;RS;Caxias do Sul;Residencial;Móvel Pós;Ativo;72;Masculino;13592;Vendedor_36
10738;ClienteNovo_738;RJ;Volta Redonda;Empresarial;Fibra 600MB;Ativo;74;Masculino;3590;Vendedor_43
10739;ClienteNovo_739;BA;Salvador;Empresarial;Fibra 600MB;Ativo;22;Masculino;9817;Vendedor_2
10740;ClienteNovo_740;PR;Londrina;Residencial;Fibra 300MB;Ativo;48;Feminino;13190;Vendedor_47
10741;ClienteNovo_741;CE;Fortaleza;Residencial;Móvel Pós;Ativo;28;Masculino;2303;Vendedor_33
10742;ClienteNovo_742;BA;Vitória da Conquista;Empresarial;Fibra 300MB;Ativo;53;Feminino;17087;Vendedor_28
10743;ClienteNovo_743;RS;Porto Alegre;Residencial;Fibra 1GB;Ativo;39;Feminino;1888;Vendedor_22
10744;ClienteNovo_744;RS;Porto Alegre;Empresarial;Móvel Controle;Ativo;58;Feminino;13981;Vendedor_46
10745;ClienteNovo_745;SP;Campinas;Residencial;Móvel Pós;Ativo;64;Feminino;1729;Vendedor_23
10746;ClienteNovo_746;SP;Santos;Residencial;Fibra 1GB;Ativo;71;Feminino;15080;Vendedor_23
10747;ClienteNovo_747;PE;Petrolina;Residencial;Móvel Pós;Ativo;31;Feminino;4587;Vendedor_37
10748;ClienteNovo_748;RS;Pelotas;Residencial;Móvel Pós;Ativo;32;Feminino;4353;Vendedor_44
10749;ClienteNovo_749;CE;Fortaleza;Empresarial;Móvel Controle;Ativo;23;Feminino;8868;Vendedor_39
10750;ClienteNovo_750;SP;Santos;Residencial;Móvel Pós;Ativo;31;Feminino;18547;Vendedor_48
10751;ClienteNovo_751;RS;Caxias do Sul;Residencial;Fibra 1GB;Ativo;70;Feminino;13886;Vendedor_31
10752;ClienteNovo_752;SP;Campinas;Residencial;Fibra 1GB;Ativo;72;Masculino;1985;Vendedor_23
10753;ClienteNovo_753;RJ;Rio de Janeiro;Residencial;Fibra 600MB;Ativo;49;Feminino;9039;Vendedor_8
10754;ClienteNovo_754;GO;Aparecida de Goiânia;Residencial;Móvel Controle;Ativo;62;Feminino;19769;Vendedor_31
10755;ClienteNovo_755;RS;Pelotas;Empresarial;Móvel Pós;Ativo;52;Masculino;18373;Vendedor_17
10756;ClienteNovo_756;SP;Campinas;Empresarial;Fibra 300MB;Ativo;23;Masculino;3710;Vendedor_34
10757;ClienteNovo_757;PE;Olinda;Residencial;Fibra 300MB;Ativo;23;Feminino;2255;Vendedor_45
10758;ClienteNovo_758;MG;Belo Horizonte;Residencial;Móvel Controle;Ativo;55;Masculino;12089;Vendedor_23
10759;ClienteNovo_759;BA;Salvador;Residencial;Móvel Pós;Ativo;54;Masculino;9000;Vendedor_49
10760;ClienteNovo_760;PR;Londrina;Empresarial;Móvel Controle;Ativo;65;Feminino;15134;Vendedor_39
10761;ClienteNovo_761;DF;Brasília;Residencial;Móvel Controle;Ativo;23;Masculino;13047;Vendedor_41
10762;ClienteNovo_762;CE;Sobral;Residencial;Fibra 600MB;Ativo;34;Masculino;14864;Vendedor_25
10763;ClienteNovo_763;RJ;Volta Redonda;Residencial;Fibra 600MB;Ativo;18;Feminino;12697;Vendedor_28
10764;ClienteNovo_764;RJ;Rio de Janeiro;Empresarial;Fibra 300MB;Ativo;32;Feminino;9965;Vendedor_15
10765;ClienteNovo_765;DF;Brasília;Residencial;Fibra 300MB;Ativo;56;Feminino;14845;Vendedor_21
10766;ClienteNovo_766;DF;Brasília;Residencial;Fibra 1GB;Ativo;52;Feminino;12693;Vendedor_6
10767;ClienteNovo_767;GO;Anápolis;Governo;Fibra 1GB;Ativo;73;Masculino;15740;Vendedor_8
10768;ClienteNovo_768;RS;Caxias do Sul;Empresarial;Fibra 600MB;Ativo;36;Masculino;4979;Vendedor_33
10769;ClienteNovo_769;BA;Feira de Santana;Residencial;Fibra 1GB;Ativo;52;Feminino;2024;Vendedor_21
10770;ClienteNovo_770;BA;Vitória da Conquista;Residencial;Móvel Controle;Ativo;74;Masculino;16002;Vendedor_21
10771;ClienteNovo_771;RJ;Volta Redonda;Empresarial;Fibra 1GB;Ativo;43;Outro;4812;Vendedor_10
10772;ClienteNovo_772;GO;Goiânia;Empresarial;Fibra 1GB;Ativo;70;Masculino;12102;Vendedor_40
10773;ClienteNovo_773;CE;Juazeiro do Norte;Residencial;Móvel Controle;Ativo;68;Feminino;2738;Vendedor_4
10774;ClienteNovo_774;RS;Pelotas;Empresarial;Fibra 600MB;Ativo;54;Feminino;3194;Vendedor_9
10775;ClienteNovo_775;RS;Pelotas;Residencial;Fibra 300MB;Ativo;72;Feminino;7580;Vendedor_30
10776;ClienteNovo_776;CE;Fortaleza;Residencial;Fibra 600MB;Ativo;73;Feminino;7901;Vendedor_28
10777;ClienteNovo_777;CE;Juazeiro do Norte;Empresarial;Fibra 300MB;Ativo;68;Feminino;8910;Vendedor_30
10778;ClienteNovo_778;PE;Recife;Residencial;Móvel Controle;Ativo;18;Outro;14580;Vendedor_23
10779;ClienteNovo_779;PR;Maringá;Residencial;Fibra 600MB;Ativo;70;Masculino;19034;Vendedor_24
10780;ClienteNovo_780;PE;Petrolina;Empresarial;Fibra 300MB;Ativo;43;Feminino;5167;Vendedor_10
10781;ClienteNovo_781;DF;Brasília;Residencial;Móvel Pós;Ativo;57;Masculino;2732;Vendedor_38
10782;ClienteNovo_782;RS;Porto Alegre;Residencial;Fibra 600MB;Ativo;51;Feminino;17399;Vendedor_19
10783;ClienteNovo_783;RJ;Rio de Janeiro;Residencial;TV + Fibra;Ativo;55;Feminino;5084;Vendedor_42
10784;ClienteNovo_784;MG;Belo Horizonte;Residencial;Fibra 1GB;Ativo;58;Feminino;4531;Vendedor_33
10785;ClienteNovo_785;PR;Londrina;Residencial;Fibra 300MB;Ativo;74;Masculino;9683;Vendedor_25
10786;ClienteNovo_786;DF;Brasília;Residencial;Móvel Pós;Ativo;30;Masculino;2550;Vendedor_21
10787;ClienteNovo_787;PR;Curitiba;Residencial;Fibra 300MB;Ativo;24;Masculino;12329;Vendedor_20
10788;ClienteNovo_788;RJ;Rio de Janeiro;Residencial;Fibra 600MB;Ativo;18;Feminino;12891;Vendedor_16
10789;ClienteNovo_789;GO;Goiânia;Residencial;Móvel Pós;Ativo;50;Masculino;17760;Vendedor_2
10790;ClienteNovo_790;PE;Petrolina;Empresarial;Fibra 1GB;Ativo;51;Feminino;8830;Vendedor_47
10791;ClienteNovo_791;DF;Brasília;Residencial;Móvel Pós;Ativo;32;Feminino;6220;Vendedor_36
10792;ClienteNovo_792;PR;Maringá;Empresarial;Fibra 300MB;Ativo;74;Masculino;12938;Vendedor_37
10793;ClienteNovo_793;BA;Salvador;Residencial;Móvel Pós;Ativo;19;Masculino;18997;Vendedor_11
10794;ClienteNovo_794;RS;Pelotas;Empresarial;Fibra 300MB;Ativo;24;Feminino;13868;Vendedor_49
10795;ClienteNovo_795;MG;Belo Horizonte;Empresarial;Móvel Controle;Ativo;68;Feminino;8317;Vendedor_7
10796;ClienteNovo_796;MG;Belo Horizonte;Residencial;Fibra 300MB;Ativo;63;Feminino;10168;Vendedor_20
10797;ClienteNovo_797;MG;Belo Horizonte;Empresarial;Fibra 1GB;Ativo;43;Feminino;8878;Vendedor_41
10798;ClienteNovo_798;CE;Sobral;Empresarial;Fibra 300MB;Ativo;56;Masculino;6984;Vendedor_7
10799;ClienteNovo_799;DF;Brasília;Empresarial;Fibra 600MB;Ativo;42;Masculino;18109;Vendedor_11
10800;ClienteNovo_800;MG;Uberlândia;Governo;Fibra 600MB;Ativo;27;Feminino;16283;Vendedor_50
10801;ClienteNovo_801;MG;Uberlândia;Residencial;TV + Fibra;Ativo;27;Feminino;7721;Vendedor_41
10802;ClienteNovo_802;PR;Maringá;Residencial;Fibra 1GB;Ativo;27;Masculino;8916;Vendedor_27
10803;ClienteNovo_803;PR;Londrina;Empresarial;Fibra 1GB;Ativo;55;Masculino;14647;Vendedor_33
10804;ClienteNovo_804;GO;Anápolis;Residencial;Móvel Controle;Ativo;45;Masculino;10821;Vendedor_8
10805;ClienteNovo_805;RS;Caxias do Sul;Residencial;Fibra 600MB;Ativo;47;Masculino;19607;Vendedor_8
10806;ClienteNovo_806;BA;Salvador;Residencial;Fibra 600MB;Ativo;65;Feminino;17942;Vendedor_1
10807;ClienteNovo_807;SP;São Paulo;Residencial;Móvel Pós;Ativo;52;Feminino;8327;Vendedor_32
10808;ClienteNovo_808;PE;Olinda;Residencial;TV + Fibra;Ativo;69;Feminino;1689;Vendedor_31
10809;ClienteNovo_809;DF;Brasília;Residencial;Fibra 600MB;Ativo;44;Masculino;10789;Vendedor_3
10810;ClienteNovo_810;RS;Porto Alegre;Residencial;Fibra 600MB;Ativo;25;Masculino;4223;Vendedor_21
10811;ClienteNovo_811;MG;Juiz de Fora;Residencial;Móvel Pós;Ativo;69;Outro;5272;Vendedor_5
10812;ClienteNovo_812;PR;Curitiba;Residencial;Móvel Controle;Ativo;26;Feminino;11819;Vendedor_44
10813;ClienteNovo_813;PE;Recife;Empresarial;Fibra 1GB;Ativo;72;Masculino;11309;Vendedor_38
10814;ClienteNovo_814;GO;Goiânia;Residencial;Móvel Controle;Ativo;27;Masculino;4042;Vendedor_14
10815;ClienteNovo_815;RJ;Rio de Janeiro;Residencial;Fibra 1GB;Ativo;67;Masculino;13210;Vendedor_50
10816;ClienteNovo_816;RJ;Rio de Janeiro;Residencial;Fibra 1GB;Ativo;38;Feminino;10296;Vendedor_24
10817;ClienteNovo_817;CE;Fortaleza;Residencial;Móvel Pós;Ativo;42;Masculino;14154;Vendedor_32
10818;ClienteNovo_818;MG;Uberlândia;Residencial;Fibra 1GB;Ativo;65;Feminino;11466;Vendedor_16
10819;ClienteNovo_819;CE;Juazeiro do Norte;Residencial;Fibra 300MB;Ativo;48;Masculino;12210;Vendedor_50
10820;ClienteNovo_820;MG;Belo Horizonte;Residencial;Fibra 300MB;Ativo;19;Feminino;15102;Vendedor_13
10821;ClienteNovo_821;BA;Salvador;Residencial;Fibra 300MB;Ativo;73;Feminino;15317;Vendedor_24
10822;ClienteNovo_822;GO;Goiânia;Residencial;Fibra 300MB;Ativo;36;Masculino;18422;Vendedor_9
10823;ClienteNovo_823;CE;Sobral;Residencial;Móvel Pós;Ativo;47;Masculino;16253;Vendedor_49
10824;ClienteNovo_824;RS;Porto Alegre;Residencial;Móvel Pós;Ativo;34;Feminino;3316;Vendedor_16
10825;ClienteNovo_825;SP;Santos;Residencial;Fibra 300MB;Ativo;46;Feminino;7968;Vendedor_43
10826;ClienteNovo_826;DF;Brasília;Empresarial;Fibra 600MB;Ativo;21;Feminino;9008;Vendedor_44
10827;ClienteNovo_827;RS;Porto Alegre;Empresarial;Fibra 1GB;Ativo;26;Feminino;16166;Vendedor_45
10828;ClienteNovo_828;DF;Brasília;Empresarial;TV + Fibra;Ativo;36;Masculino;7251;Vendedor_40
10829;ClienteNovo_829;SP;São Paulo;Residencial;TV + Fibra;Ativo;19;Feminino;6340;Vendedor_25
10830;ClienteNovo_830;CE;Juazeiro do Norte;Governo;Móvel Controle;Ativo;35;Feminino;3594;Vendedor_15
10831;ClienteNovo_831;MG;Juiz de Fora;Residencial;Fibra 300MB;Ativo;19;Feminino;4371;Vendedor_30
10832;ClienteNovo_832;BA;Salvador;Residencial;Fibra 300MB;Ativo;67;Feminino;14465;Vendedor_42
10833;ClienteNovo_833;MG;Belo Horizonte;Residencial;Fibra 600MB;Ativo;44;Masculino;14709;Vendedor_13
10834;ClienteNovo_834;PE;Olinda;Residencial;TV + Fibra;Ativo;52;Feminino;19703;Vendedor_44
10835;ClienteNovo_835;RJ;Niterói;Residencial;TV + Fibra;Ativo;69;Masculino;16040;Vendedor_21
10836;ClienteNovo_836;RJ;Rio de Janeiro;Residencial;Móvel Pós;Ativo;32;Feminino;12204;Vendedor_38
10837;ClienteNovo_837;RS;Pelotas;Residencial;Fibra 600MB;Ativo;69;Masculino;6468;Vendedor_15
10838;ClienteNovo_838;BA;Feira de Santana;Empresarial;Fibra 300MB;Ativo;74;Feminino;18224;Vendedor_1
10839;ClienteNovo_839;BA;Salvador;Governo;Fibra 600MB;Ativo;64;Masculino;11311;Vendedor_16
10840;ClienteNovo_840;PR;Curitiba;Residencial;TV + Fibra;Ativo;31;Masculino;4726;Vendedor_29
10841;ClienteNovo_841;RS;Pelotas;Residencial;Fibra 1GB;Ativo;18;Masculino;6582;Vendedor_23
10842;ClienteNovo_842;RJ;Niterói;Residencial;TV + Fibra;Ativo;22;Masculino;2823;Vendedor_49
10843;ClienteNovo_843;PE;Petrolina;Empresarial;Móvel Controle;Ativo;52;Masculino;13188;Vendedor_19
10844;ClienteNovo_844;MG;Belo Horizonte;Residencial;Fibra 600MB;Ativo;74;Masculino;14276;Vendedor_35
10845;ClienteNovo_845;RJ;Niterói;Residencial;Fibra 300MB;Ativo;42;Feminino;4326;Vendedor_49
10846;ClienteNovo_846;PE;Recife;Empresarial;Fibra 1GB;Ativo;63;Masculino;10083;Vendedor_48
10847;ClienteNovo_847;MG;Belo Horizonte;Residencial;Fibra 1GB;Ativo;49;Masculino;2238;Vendedor_27
10848;ClienteNovo_848;MG;Belo Horizonte;Empresarial;Fibra 600MB;Ativo;29;Feminino;5143;Vendedor_34
10849;ClienteNovo_849;PR;Maringá;Residencial;Fibra 300MB;Ativo;55;Masculino;14841;Vendedor_43
10850;ClienteNovo_850;MG;Uberlândia;Residencial;Móvel Controle;Ativo;46;Masculino;8451;Vendedor_48
10851;ClienteNovo_851;RS;Caxias do Sul;Empresarial;Fibra 600MB;Ativo;37;Masculino;3422;Vendedor_7
10852;ClienteNovo_852;PR;Maringá;Residencial;Móvel Pós;Ativo;67;Masculino;6683;Vendedor_12
10853;ClienteNovo_853;PE;Recife;Residencial;TV + Fibra;Ativo;58;Feminino;15428;Vendedor_48
10854;ClienteNovo_854;PE;Olinda;Residencial;Fibra 1GB;Ativo;65;Masculino;5569;Vendedor_40
10855;ClienteNovo_855;MG;Juiz de Fora;Residencial;Móvel Pós;Ativo;20;Feminino;10143;Vendedor_48
10856;ClienteNovo_856;RS;Pelotas;Residencial;Fibra 1GB;Ativo;62;Masculino;4223;Vendedor_10
10857;ClienteNovo_857;CE;Fortaleza;Residencial;Fibra 600MB;Ativo;60;Masculino;19338;Vendedor_22
10858;ClienteNovo_858;RS;Caxias do Sul;Empresarial;Fibra 1GB;Ativo;67;Feminino;14138;Vendedor_33
10859;ClienteNovo_859;GO;Anápolis;Residencial;Fibra 300MB;Ativo;42;Feminino;5782;Vendedor_12
10860;ClienteNovo_860;BA;Vitória da Conquista;Empresarial;TV + Fibra;Ativo;59;Feminino;4555;Vendedor_28
10861;ClienteNovo_861;MG;Uberlândia;Residencial;Móvel Pós;Ativo;28;Masculino;4469;Vendedor_21
